occurrenceID;institutionCode;collectioncode;collectionid;catalognumber;catalognumbernumeric;dc_type;basisofrecord;collectornumber;collector;sex;reproductiveStatus;preparations;verbatimdate;eventdate;year;month;day;startdayofyear;enddayofyear;startdatecollected;enddatecollected;habitat;highergeography;continent;country;stateprovince;islandgroup;county;island;municipality;locality;minimumelevationmeters;maximumelevationmeters;verbatimelevation;decimallatitude;decimallongitude;geodeticdatum;identifiedby;dateidentified;identificationqualifier;identificationremarks;identificationreferences;typestatus;scientificname;scientificnameauthorship;family;informationwitheld;datageneralizations;othercatalognumbers;datelastupdated
83d3823d-e61d-45d8-ba6f-f44794d86683;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00045256;45256;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;1323;R. Spruce;undetermined;Flower;Sheet;;1851;1851;;;;;1851-01-01;1852-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Prope Barra, Prov. Rio Negro;;;;;;;;;;;;Isotype;Vochysia vismiifolia Spruce ex Warming;Spruce ex Warming;Vochysiaceae;;;;16/08/2010 16:41:30
ab5e80e3-8b98-4db1-b337-e0e0a38f0e01;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00095215;95215;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;1287;R. Spruce;undetermined;NotDetermined;Sheet;;1851;1851;;;;;1851-01-01;1852-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Prope Barra, Prov. Rio Negro;;;;;;;;;;;;Type;Psychotria sphaerocephala Müller Argoviensis;Müller Argoviensis;Rubiaceae;;;;16/08/2010 16:42:19
4e163779-0d06-49ba-9195-67682fe79dd7;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00139914;139914;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;s.n.;R. Spruce;undetermined;Fruit;Sheet;;1851;1851;;;;;1851-01-01;1852-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;"In vicinibus Barra, Prov. Rio Negro.""";;;;;;;;17/08/2006;;;;Isotype;Cybianthus nitidus Miquel;Miquel;Myrsinaceae;;;;16/08/2010 16:36:37
6a50ad2e-67b9-4ebe-b983-433d951b0d12;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00139915;139915;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;1836;R. Spruce;undetermined;Flower;Sheet;;1851;1851;;;;;1851-01-01;1852-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;"Prope Barra, Prov. Rio Negro.""";;;;;;;;17/08/2006;;;;Isotype;Cybianthus nitidus Miquel;Miquel;Myrsinaceae;;;;16/08/2010 16:43:49
9ddc8114-8a50-4f9b-a560-c4e144fc5161;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00044870;44870;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;2316;R. Spruce;undetermined;NotDetermined;Sheet;;1852;1852;;;;;1852-01-01;1853-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Prope San Gabriel do Cachoeiras ad Rio Negro;;;;;;;;;;;;Isotype;Guarea pedicellata C. de Candolle;C. de Candolle;Meliaceae;;;;16/08/2010 16:35:51
6a88ce46-63af-4fd2-8ac7-1086e2fdc03d;Harvard University;AMES;urn:lsid:biocol.org:col:15408;barcode-00090990;90990;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;1790;R. Spruce;undetermined;NotDetermined;Sheet;;1852;1852;;;;;1852-01-01;1853-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Prope Lanure ad Rio Vaupes;;;;;;;;;;Arev: Not a type;;;Acacallis cyanea Lindley;Lindley;Orchidaceae;;;AMES-accession-68564;16/08/2010 16:34:49
cc6b13a1-2925-4ad1-974b-6925cc89b5d8;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00046205;46205;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;2268;R. Spruce;undetermined;Flower;Sheet;;1852;1852;;;;;1852-01-01;1853-01-01;;"South America;Brazil;Amazonas;";South America;Brazil;Amazonas;;;;;San Gabriel do Cochoeiros ad Rio Negro;;;;;;;;;;;;Isotype;Hirtella brachystachya Spruce ex Hooker f.;Spruce ex Hooker f.;Chrysobalanaceae;;;;16/08/2010 16:42:06
d14f8cc4-dc96-4e77-ac54-aba77d05b5c8;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00062633;62633;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;2388;R. Spruce;undetermined;Flower;Sheet;;1852;1852;;;;;1852-01-01;1853-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Prope San Gabriel do Cochoeiros ad Rio Negro;;;;;;;;;;;;Isosyntype;Quiina tinifolia Planchon & Triana;Planchon & Triana;Quiinaceae;;;;16/08/2010 16:42:59
060c5519-52b7-4fa5-b93e-49d41204145f;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00046591;46591;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;2777;R. Spruce;undetermined;NotDetermined;Sheet;;1852;1852;;;;;1852-01-01;1853-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Panure, Rio Uaupes;;;;;;;;;;;;Type;Siparuna sprucei A. de Candolle;A. de Candolle;Monimiaceae;;;;16/08/2010 16:43:01
cc863cc1-d9d2-42a0-91ab-6b4f9ff779da;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00092713;92713;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3387;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flumina Casiquiari, Vasiva et Pacimoni;;;;;;;;;;;;Type;Faramea torquata Müller Argoviensis;Müller Argoviensis;Rubiaceae;;;;16/08/2010 16:41:12
8556b110-9761-437c-9a74-c70def939c7d;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00139029;139029;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3048;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;San Carlos, Rio Negro;;;;;;;;;;;;Type;Commianthus pilosus Spruce ex Bentham;Spruce ex Bentham;Rubiaceae;;;;16/08/2010 16:36:09
e37a56bb-916e-4f82-811f-305f1930aa20;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00245206;245206;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3097;R. Spruce;undetermined;NotDetermined;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Brazil;Amazonas;";South America;Brazil;Amazonas;;;;;[Prope] San Carlos, [ad] Rio Negro;;;;;;;;2006;;;;Isotype;Inga speciosa var. lomatophylla Bentham;Bentham;Mimosaceae;;;;20/10/2010 16:25:03
42a83c17-c05e-4afd-8f04-bdd1cf2f5451;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00046576;46576;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3765;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;Amazonas;";South America;Venezuela;Amazonas;;;;;San Carlos ad Rio Negro;;;;;;;;;;;;Type;Siparuna micrantha A. de Candolle;A. de Candolle;Monimiaceae;;;;16/08/2010 16:41:14
f824f5f7-9f6c-4039-a20b-648fa5997611;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00046289;46289;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3696;R. Spruce;undetermined;FlowerAndFruit;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;Amazonas;";South America;Venezuela;Amazonas;;;;;Prope San Carlos ad Rio Negro;;;;;;;;;;;;Isotype;Licania microcarpa Hooker f.;Hooker f.;Chrysobalanaceae;;;;16/08/2010 16:35:45
f36271a3-5595-4d9b-a7aa-e1ef9d4e0be7;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00075553;75553;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3293;R. Spruce;undetermined;NotDetermined;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;";South America;Venezuela;Amazonas;;;;;Ad flumina Casiquiari, Vasiva et Pacimoni;;;;;;;;;;;;Isotype;Tapeinostemon borreriodes Bentham ex Knoblauch;Bentham ex Knoblauch;Gentianaceae;;;;16/08/2010 16:35:48
1556ef2e-f1b6-419d-9c81-670b189664f7;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00057215;57215;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3345;R. Spruce;undetermined;Fruit;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;";South America;Venezuela;Amazonas;;;;;Ad flumina Casiquiari, Vasiva et Pacimoni;;;;;;;;;;;;Isolectotype;Aspidosperma pachypterum Müller Argoviensis;Müller Argoviensis;Apocynaceae;;;;03/03/2014 14:58:20
aca59637-1291-4ceb-a6dd-ceed8e3cb961;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00046277;46277;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3302;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;";South America;Venezuela;Amazonas;;;;;Ad flumina Casiquiari, Vasiva et Pacimoni;;;;;;;;;;;;Isotype;Licania hookeri Fritsch;Fritsch;Chrysobalanaceae;;;;16/08/2010 16:41:47
841fad32-7d19-4561-ae68-a1bff3fad329;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00046307;46307;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3490;R. Spruce;undetermined;Fruit;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;Amazonas;";South America;Venezuela;Amazonas;;;;;Prope San Carlos ad Rio Negro;;;;;;;;;;;;Isotype;Licania prismatocarpa Spruce ex Hooker f.;Spruce ex Hooker f.;Chrysobalanaceae;;;;16/08/2010 16:35:55
14aee8cd-ff9a-4e71-ad85-08d55329e932;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00078776;78776;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3481;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;Amazonas;";South America;Venezuela;Amazonas;;;;;Prope San Carlos, ad Rio Negro;;;;;;;;;;;;Isotype;Forsteronia benthamiana Müller Argoviensis;Müller Argoviensis;Apocynaceae;;;;16/08/2010 16:41:54
f5ed69dd-2d3d-45c5-860c-dcd1db0ec0c4;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00093014;93014;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3114;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;Amazonas;";South America;Venezuela;Amazonas;;;;;San Carlos;;;;;;;;;;;1987. Agric. Univ. Wageningen Pap. 87-5: 11.;Isolectotype;Tabernaemontana olivacea Müller Argoviensis;Müller Argoviensis;Apocynaceae;;;;16/08/2010 16:35:55
8652233d-0d13-4011-81d0-b2efcf62245b;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00095900;95900;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3281;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;";South America;Venezuela;Amazonas;;;;;;;;;;;;;;;;;Isotype;Cordia umbrosa Spruce;Spruce;Boraginaceae;;;;16/08/2010 16:35:56
886e17cc-9088-4411-82c9-a20c49b24f15;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00092528;92528;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3317;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;";South America;Venezuela;Amazonas;;;;;Ad flumina Casiquiari, Vasiva et Pacimoni;;;;;;;;;;;;Type;Chomelia malaneoides Müller Argoviensis;Müller Argoviensis;Rubiaceae;;;;16/08/2010 16:42:10
4ab461c6-2f2d-42b9-97d5-c0df9c19b821;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00093649;93649;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3288;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;Amazonas;";South America;Venezuela;Amazonas;;;;;Ad flumina Casiquiari, Vasiva et Pacimoni;;;;;;;;;;;;Isotype;Amasonia spruceana Moldenke;Moldenke;Verbenaceae;;;;16/08/2010 16:36:01
bb58ed9e-68af-4efe-8b73-d9dba2eddb61;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00046249;46249;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3278;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;Amazonas;";South America;Venezuela;Amazonas;;;;;Ad flumina Casiquiari, Vasiva et Pacimoni;;;;;;;;;;;;Isotype;Licania benthamii Hooker f.;Hooker f.;Chrysobalanaceae;;;;16/08/2010 16:36:03
2eb17dc3-5057-4045-856b-5870cb702c87;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00057229;57229;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3328;R. Spruce;undetermined;Fruit;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;";South America;Venezuela;Amazonas;;;;;Ad flumina Casiquiari, Vasiva et Pacimoni;;;;;;;;;;;;Type;Aspidosperma verruculosum Müller Argoviensis;Müller Argoviensis;Apocynaceae;;;;03/03/2014 13:29:37
1d7fb8cd-a6b3-4e1a-aa72-ae724d55f7f0;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00046197;46197;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3681;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;Amazonas;";South America;Venezuela;Amazonas;;;;;San Carlos, ad Rio Negro;;;;;;;;;;;;Isotype;Couepia thyrsiflora Hooker f.;Hooker f.;Chrysobalanaceae;;;;16/08/2010 16:36:07
09af1fdb-f474-4bc4-a50c-65dba054351b;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00054907;54907;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3305;R. Spruce;undetermined;Flower;Sheet;;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;";South America;Venezuela;Amazonas;;;;;Ad flumina Casiquiari, Vasiva et Pacimoni;;;;;;;;;;;;Type;Malouetia glandulifera Miers;Miers;Apocynaceae;;;;16/08/2010 16:43:11
533b1b69-7ddc-4f48-affd-045c66d78156;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00053864;53864;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3104;R. Spruce;undetermined;Flower;Sheet;1853...4;1853;1853;;;;;1853-01-01;1854-01-01;;"South America;Venezuela;Amazonas;";South America;Venezuela;Amazonas;;;;;San Carlos, al Rio Negro;;;;;;;;1978-11;;;;Isotype;Dimorphandra pennigera Tulasne;Tulasne;Caesalpiniaceae;;;;26/03/2011 12:55:22
b1de3926-d934-4afd-8c71-73ee991567b6;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00049399;49399;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3471;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flum. Guaina v. Rio Negro supra ostium fluminis Casiquiari;;;;;;;;;;;;Isotype;Ilex casiquiarensis Loesener;Loesener;Aquifoliaceae;;;;16/08/2010 16:41:28
87c22702-7ae4-49f0-9f00-ea280ec001ee;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00035936;35936;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3514;R. Spruce;undetermined;NotDetermined;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flumin. Guainia v. Rio Negro supra ostrium fluminis Casiquiari;;;;;;;;;;;;Isotype;Cathedra crassifolia Miers;Miers;Olacaceae;;;;16/08/2010 16:35:49
a868ef88-bcb4-457c-9c47-477b7f00c883;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00046232;46232;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3533;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flum. Guaina v Rio Negro supra ostium fluminis Casiquiari;;;;;;;;;;;;Isotype;Hirtella subscandens Spruce ex Hooker f.;Spruce ex Hooker f.;Chrysobalanaceae;;;;16/08/2010 16:41:44
5ec44946-eca7-4109-a788-682e1d3d6506;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00072808;72808;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3531;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flum. Guaina v Rio Negro supra ostium fluminis Casiquiari;;;;;;;;;;;;Isotype;Miconia eugenioides Triana;Triana;Melastomataceae;;;;09/12/2014 10:19:34
76b45c9b-899f-4cd9-b4f5-11626d08e56b;Harvard University;A;urn:lsid:biocol.org:col:15406;barcode-00021567;21567;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3527;R. Spruce;undetermined;Fruit;Bag;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flumen Guairia pr. Rio Negro;;;;;;;;13/03/1995;;;1996. Ann. Missouri Bot. Gard. 83: 161.;Isolectotype;Discocarpus spruceanus Bentham ex Müller Argoviensis;Bentham ex Müller Argoviensis;Euphorbiaceae;;;;16/08/2010 16:38:45
591d26aa-ef8d-40e3-b564-65ca445a349a;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00037388;37388;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3128;R. Spruce;undetermined;FlowerAndFruit;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flum. Guainia v. Rio Negro supra ostium fluminis Casiquiari;;;;;;;;;;;;Isotype;Neea obovata Spruce ex Heimerl;Spruce ex Heimerl;Nyctaginaceae;;;;16/08/2010 16:41:48
55fcede3-cbbe-41ab-a076-3b90fe4f41d3;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00053867;53867;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3147;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Fluva Guaina v Rio Negro [?];;;;;;;;1978-12;;;;Isotype;Dimorphandra vernicosa Spruce ex Bentham & Hooker f.;Spruce ex Bentham & Hooker f.;Caesalpiniaceae;;;;06/10/2010 14:40:29
87dfc2d7-af1e-457a-b7bb-a330ad7f5002;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00045764;45764;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3759;R. Spruce;undetermined;NotDetermined;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flum. Guainia v. Rio Negro supro ostium fluminis Casiquiari;;;;;;;;;;;;Isotype;Astrococcus coriaceus Baillon;Baillon;Euphorbiaceae;;;;16/08/2010 16:35:55
c5455bf6-00dd-4c04-b5a6-348aebda6300;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00075208;75208;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3551;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flum Guaina v. Rio Negro supra ostium fluminus Casiquiari;;;;;;;;;;;;Isosyntype;Lisianthius arboreus Spruce ex Progel;Spruce ex Progel;Gentianaceae;;;;09/12/2014 14:18:23
880b4bcf-f1d8-4b5c-86b6-626f342b30ba;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00073005;73005;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;2987;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flum. Guaina v Rio Negro supra ostium flum. Casiquiari;;;;;;;;;;;;Isotype;Mouriri angustifolia Spruce ex Triana;Spruce ex Triana;Melastomataceae;;;;09/12/2014 10:28:36
52c46443-d960-4399-b976-396695a86878;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00049865;49865;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;2284;R. Spruce;undetermined;Fruit;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad fluvium Guaina v. Rio Negro supro ostrium, fluminis Casiquiari;;;;;;;;;;;;Isotype;Maytenus laevis Reissek;Reissek;Celastraceae;;;;16/08/2010 16:42:11
9b95b151-7c83-48d8-9152-b002e68be333;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00022028;22028;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3752;R. Spruce;undetermined;NotDetermined;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Rio Negro;;;;;;;;;;;;Type;Schizaea sprucei Hooker;Hooker;Schizaeaceae;;;;16/08/2010 16:42:13
4f123106-5a74-4023-9296-d50e51f973a0;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00050234;50234;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;;R. Spruce;undetermined;NotDetermined;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flum. Guaina v. Rio Negro supra ostium fluminis Casiquiari;;;;;;;;;;;;Isotype;Emmotum glabrum Bentham ex Miers;Bentham ex Miers;Icacinaceae;;;;16/08/2010 16:42:25
ea008be8-3eae-4b4d-8d8c-068998a40720;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00063579;63579;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;2971;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;Amazonas;";South America;Brazil;Amazonas;;;;;Ad flum. Guaina v. Rio Negro supra ostium fluminis Casiquiari;;;;;;;;;;;1968. Fl. Neotrop. Monogr. 1: 200.;Isolectotype;Swartzia conferta Spruce ex Bentham;Spruce ex Bentham;Fabaceae;;;;27/10/2014 14:23:00
918b3d07-1716-4295-934c-798c8913138b;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00092719;92719;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3510;R. Spruce;undetermined;FlowerAndFruit;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad fluvium Guainia v [vel] Rio Negro supra ostium fluminis Casiquiari;;;;;;;;;;;;Isosyntype;Ferdinandusa guainiae Spruce;Spruce;Rubiaceae;;;;01/08/2013 11:07:01
6ef9eee2-71b3-48ee-9f2d-f75579bb1cbb;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00049867;49867;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;2284;R. Spruce;undetermined;Fruit;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad fluvium Guaina v. Rio Negro supro ostrium, fluminis Casiquiari;;;;;;;;;;;;Isotype;Maytenus laurina Briquet;Briquet;Celastraceae;;;;16/08/2010 16:42:48
81f21e14-9af1-4cf8-8bab-b373f51fb0be;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00021564;21564;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3527;R. Spruce;undetermined;Fruit;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flumen Guairia pr. Rio Negro;;;;;;;;;;;1996. Ann. Missouri Bot. Gard. 83: 161.;Isolectotype;Discocarpus spruceanus Bentham ex Müller Argoviensis;Bentham ex Müller Argoviensis;Euphorbiaceae;;;;16/08/2010 16:38:45
979990f8-8e47-481e-bf1f-66f5396e5934;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00078637;78637;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3528;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Rio Negro;;;;;;;;;;;;Type;Ambelania cuneata Müller Argoviensis;Müller Argoviensis;Apocynaceae;;;;16/08/2010 16:43:13
d400d852-9f15-4609-a6ee-a2e180efce7d;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00041145;41145;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3769;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Prope San Gabriel do Cachoeiras ad Rio Negro;;;;;;;;;;;;Isotype;Aydendron affine C. F. W. Meissner;C. F. W. Meissner;Lauraceae;;;;16/08/2010 16:43:16
1ec272a0-f398-455d-8004-ae08a55c91b9;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00045234;45234;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3538;R. Spruce;undetermined;NotDetermined;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flum. Guaina v. Rio Negro supra ostrim fluminis Casiquiari;;;;;;;;;;;;Isotype;Vochysia calophylla Spruce ex Warming;Spruce ex Warming;Vochysiaceae;;;;16/08/2010 16:43:21
a5492423-9c1c-4b00-a6b5-95f983e966bd;Harvard University;GH;urn:lsid:biocol.org:col:15631;barcode-00048716;48716;http://purl.org/dc/dcmitype/PhysicalObject;PreservedSpecimen;3526;R. Spruce;undetermined;Flower;Sheet;;1854;1854;;;;;1854-01-01;1855-01-01;;"South America;Brazil;";South America;Brazil;Amazonas;;;;;Ad flumina Guaina et Rio Negro supra estrinus fluminis Casiquiari;;;;;;;;;;;;Isotype;Richeria grandis var. obovata Müller Argoviensis;Müller Argoviensis;Euphorbiaceae;;;;16/08/2010 16:39:02
